Committee,Subcommittee,Full_Name,State
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Ranking Member,N/A
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Bernard Sanders,VT
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Mark Kelly,AZ
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Alex Padilla,CA
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Angela D. Alsobrooks,MD
Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,Sheldon Whitehouse,RI
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Mike Crapo,ID
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Chairman,N/A
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Chuck Grassley,IA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,John Cornyn,TX
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,John Thune,SD
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Tim Scott,SC
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Bill Cassidy,LA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,James Lankford,OK
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Steve Daines,MT
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Todd Young,IN
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,John Barrasso,WY
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Ron Johnson,WI
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Thom Tillis,NC
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Marsha Blackburn,TN
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Roger Marshall,KS
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Ron Wyden,OR
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Ranking Member,N/A
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Maria Cantwell,WA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Michael F. Bennet,CO
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Mark R. Warner,VA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Sheldon Whitehouse,RI
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Margaret Wood Hassan,NH
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Catherine Cortez Masto,NV
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Elizabeth Warren,MA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Bernard Sanders,VT
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Tina Smith,MN
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Ben Ray Lujan,NM
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Raphael G. Warnock,GA
Committee on Finance,Subcommittee on Energy. Natural Resources. and Infrastructure,Peter Welch,VT
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,James Lankford,OK
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Chairman,N/A
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,John Cornyn,TX
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Tim Scott,SC
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Steve Daines,MT
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,John Barrasso,WY
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Roger Marshall,KS
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Mike Crapo,ID
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Ex Officio,N/A
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Maria Cantwell,WA
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Ranking Member,N/A
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Michael F. Bennet,CO
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Margaret Wood Hassan,NH
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Ben Ray Lujan,NM
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Peter Welch,VT
Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,Ron Wyden,OR
Committee on Finance,Subcommittee on Health Care,Ron Johnson,WI
Committee on Finance,Subcommittee on Health Care,Chairman,N/A
Committee on Finance,Subcommittee on Health Care,Bill Cassidy,LA
Committee on Finance,Subcommittee on Health Care,Mike Crapo,ID
Committee on Finance,Subcommittee on Health Care,Ex Officio,N/A
Committee on Finance,Subcommittee on Health Care,Tina Smith,MN
Committee on Finance,Subcommittee on Health Care,Ranking Member,N/A
Committee on Finance,Subcommittee on Health Care,Ron Wyden,OR
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Todd Young,IN
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Chairman,N/A
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,John Thune,SD
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Tim Scott,SC
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Bill Cassidy,LA
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,James Lankford,OK
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Steve Daines,MT
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,John Barrasso,WY
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Ron Johnson,WI
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Thom Tillis,NC
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Marsha Blackburn,TN
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Roger Marshall,KS
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Mike Crapo,ID
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Ex Officio,N/A
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Margaret Wood Hassan,NH
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Ranking Member,N/A
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Mark R. Warner,VA
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Sheldon Whitehouse,RI
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Catherine Cortez Masto,NV
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Elizabeth Warren,MA
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Bernard Sanders,VT
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Tina Smith,MN
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Ben Ray Lujan,NM
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Raphael G. Warnock,GA
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Peter Welch,VT
Committee on Finance,Subcommittee on International Trade. Customs. and Global Competitiveness,Ron Wyden,OR
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,John Cornyn,TX
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Chairman,N/A
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Chuck Grassley,IA
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,John Thune,SD
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Tim Scott,SC
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Steve Daines,MT
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Todd Young,IN
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Thom Tillis,NC
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Roger Marshall,KS
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Mike Crapo,ID
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Ex Officio,N/A
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Raphael G. Warnock,GA
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Ranking Member,N/A
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Michael F. Bennet,CO
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Mark R. Warner,VA
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Sheldon Whitehouse,RI
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Catherine Cortez Masto,NV
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Elizabeth Warren,MA
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Tina Smith,MN
Committee on Finance,Subcommittee on Social Security. Pensions. and Family Policy,Ron Wyden,OR
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Chuck Grassley,IA
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Chairman,N/A
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Todd Young,IN
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Marsha Blackburn,TN
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Mike Crapo,ID
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Ex Officio,N/A
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Bernard Sanders,VT
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Ranking Member,N/A
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Catherine Cortez Masto,NV
Committee on Finance,Subcommittee on Taxation and IRS Oversight,Ron Wyden,OR
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,James  E. Risch,ID
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Chairman,N/A
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Pete Ricketts,NE
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,David McCormick,PA
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Steve Daines,MT
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Bill Hagerty,TN
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,John Barrasso,WY
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Mike Lee,UT
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Rand Paul,KY
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Ted Cruz,TX
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Rick Scott,FL
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,John  R. Curtis,UT
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,John Cornyn,TX
Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,Jeanne Shaheen,NH
